what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469902808054
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902819432
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902820643
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902826615
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902896751
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902907868
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902909134
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902912807
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902913743
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469902922706
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469902957265
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903034918
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903074014
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903168395
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903169663
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903296975
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903333505
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469903333522
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903334748
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903335858
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903349276
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903356740
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903380612
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903382520
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903396151
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903397832
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.inline",1469903397835
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469903418644
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469903419151
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469903419676
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469903456185
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903457329
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903475319
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903490131
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903498585
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903504128
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903512486
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469903526059
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903530063
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903532147
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903532177
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469903534160
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903535400
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903535554
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903549018
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903553462
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469903553475
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903555025
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469903562240
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469903580278
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903583165
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903584936
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903586634
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.cut",1469903599257
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903600923
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469903626514
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903632673
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903633463
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903686736
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469903696440
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903698552
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469903731830
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903736231
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903781163
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903791724
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469903791738
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903796147
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903800549
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903828140
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903829933
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469903837877
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903840005
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469903864612
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903877269
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903882432
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903906018
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903907839
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469903915592
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903961270
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903968459
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469903968484
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469903969617
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903994723
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903995880
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903995982
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469903997141
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469904000719
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904004829
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904005604
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904005651
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904012660
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904034822
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904036524
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904076789
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904082970
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904084346
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469904095476
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904096357
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904097278
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904102359
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904103453
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469904104856
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904133015
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469904142779
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904158490
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904166614
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904212628
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469904224250
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904236576
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904272780
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904274330
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904281026
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904286835
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469904289170
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904313780
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904360419
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904362464
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469904362489
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904402843
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904434757
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469904434781
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904444554
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904454582
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904456222
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904457659
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469904472233
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904473716
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469904476281
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904499322
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904520484
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904535634
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904552554
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904552672
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904562430
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904589946
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904648667
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469904651931
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469904655110
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904678027
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469904687895
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904690785
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904691458
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904692017
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904709634
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904712976
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904720779
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469904724281
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469904755954
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904767240
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904796266
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904802358
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904803251
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904804178
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904804871
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904805235
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904820160
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469904820182
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904836023
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469904837524
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904845523
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469904845557
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904853937
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904858112
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904875308
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469904875330
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469904902879
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904914725
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904919445
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469904926660
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469904954599
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469904982116
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904984867
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469904997539
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905013098
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905015393
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905016121
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905020817
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905026222
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905322364
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905325606
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905352055
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905355413
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905365542
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905366544
