what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905710964
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469905712772
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905714277
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469905715343
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905717467
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905718331
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905718972
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905719218
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905719860
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469905720980
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905722022
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905723485
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469905724532
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905727155
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905737860
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905747756
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469905759375
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905764734
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905770239
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905772165
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905777172
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905778279
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469905779946
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905783664
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905789835
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905791871
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905820714
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905825355
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905826472
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905832786
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469905840887
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905849327
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905849846
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905853623
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905854695
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905854786
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905855806
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469905857073
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905871386
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469905886824
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905886966
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905903648
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469905903674
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905912498
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905914279
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905915802
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905916812
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905917864
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469905919786
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905924579
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469905949575
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469905953142
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469905965577
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905975095
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469905988377
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469905989643
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469906000587
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906001726
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469906015328
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906022693
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906024300
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906030294
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906036644
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906047041
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906048270
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906054539
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906055896
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906067635
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906080745
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906082174
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906103847
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906111986
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469906116205
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469906122530
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906123600
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906124765
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906132691
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906132795
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906137033
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906138294
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906154351
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469906158240
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906159199
executed,command,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.edit.text.java.format",1469906161378
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906162698
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906175163
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469906175188
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906183444
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906189097
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469906189120
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906195502
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906209309
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906210976
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906221752
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469906221779
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906230662
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906233188
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469906233224
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906241955
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906241976
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906243194
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906243292
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906249865
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906250879
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906251868
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906258714
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906259639
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906268545
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906276108
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906294302
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469906301067
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906313261
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469906313285
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906321707
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906324703
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.findReplace",1469906324724
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906332740
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906355702
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906357142
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906373700
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906381228
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906382364
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906446569
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469906475767
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469906476134
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469906476629
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469906477097
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469906477614
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.undo",1469906478684
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906494070
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906505410
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906519558
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906520815
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906521786
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469906524293
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906565229
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906845825
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906851595
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906853702
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906862844
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469906897777
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906898956
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906910109
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906912858
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906940703
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469906951532
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469906951642
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907014465
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907016306
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907022026
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907023874
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.cut",1469907031101
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469907034226
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469907044794
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907046303
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907098270
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907101366
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907103052
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469907108088
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907130592
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907132041
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469907133611
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907137808
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907140673
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469907143905
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469907152312
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907157484
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907158633
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1469907163647
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907176232
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907188009
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907191503
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907193987
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907236197
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907239591
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907297309
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907298936
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469907310491
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469907315675
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907320167
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907322026
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1469907323286
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907406651
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907408038
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907416531
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907422851
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469907434045
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469907438534
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.copy",1469907494865
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.paste",1469907498492
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.file.save",1469907509113
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907515517
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907516694
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907521277
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907528318
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907536580
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907537365
closed,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907537369
activated,view,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.PackageExplorer",1469907538535
started,bundle,org.eclipse.mylyn.context.ui,3.14.2.v20150218-0125,"org.eclipse.mylyn.context.ui",1469907538565
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907539613
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907540768
executed,command,org.eclipse.ui,3.106.1.v20141002-1150,"org.eclipse.ui.edit.delete",1469907540774
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907542442
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907552252
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907557885
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907582664
activated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907582792
activated,editor,org.eclipse.jdt.ui,3.10.2.v20141014-1419,"org.eclipse.jdt.ui.CompilationUnitEditor",1469907582814
deactivated,workbench,org.eclipse.ui.workbench,3.106.2.v20150204-1030,"",1469907598696
